COD_ITEM        Cont04	Cont08	Cont12	Cont16	Cont26	Cont52	ContAno	ContTt      Total Geral         Metodo     MetEst       Md04    Md08      Md12        Md16          Md26         Md52       MdAno       MdTt          Máximo       TP_Metodo              Metodo      MetEst       Estoque    Reposição      Fx_Giro                                       Giro                                                                                        
002.000.122     3	     7	    11	    15	    25	    51	    49	    59          2.374               76         1.216        76      64        64          64            58           43         43          35            87           1.ORDINÁRIOS           76          1.216        34         1.182          B.ZERADOS COM DISPENSAÇÕES                    0,0                                                                                             
002.000.111     1	     3	    3	    4	    6	    14	    13	    34          3.250               63         1.008        10      100       100         100           100          100        100         100           220          2.INTERMITENTES        63          1.008        570        438            E.ATÉ TRÊS MESES DE ESTOQUE                   9,0                                                                                                     
302.008.003     4	     8	    11	    13	    16	    18	    18	    18          740                 14         224          50      50        50          50            30           30         30          30            81           2.INTERMITENTES        14          224          150        74             E.ATÉ TRÊS MESES DE ESTOQUE                   11,0                                                                                             
002.000.114     2	     5	    7	    10	    15	    34	    32	    83          13.500              200        3.200        200     100       100         100           100          100        100         100           750          1.ORDINÁRIOS           200         3.200        1.200      2.000          D.ATÉ DOIS MESES DE ESTOQUE                   6,0                                                                                                       
021.001.115     0	     0	    0	    0	    1	    1	    1	    1           1                   0          0            0       0         0           0             1            1          1           1             1            3.INATIVOS             0           0            0          0              A.ZERADOS INATIVOS                            0,0                                                                        
022.001.006     0	     0	    0	    0	    0	    1	    1	    2           200                 0          0            0       0         0           0             0            100        100         100           100          3.INATIVOS             0           0            0          0              A.ZERADOS INATIVOS                            0,0                                                                            
002.000.105     2	     4	    7	    9	    13	    28	    26	    67          6.700               100        1.600        50      75        50          50            50           60         65          100           300          1.ORDINÁRIOS           100         1.600        550        1.050          D.ATÉ DOIS MESES DE ESTOQUE                   6,0                                                                                                  
002.000.113     4	     8	    12	    16	    25	    48	    46	    109         18.030              200        3.200        200     200       200         200           200          200        200         150           500          1.ORDINÁRIOS           200         3.200        2.200      1.000          E.ATÉ TRÊS MESES DE ESTOQUE                   11,0                                                                                                       
002.000.083     3	     7	    11	    15	    25	    51	    49	    114         34.300              300        4.800        200     200       300         300           200          250        300         300           900          1.ORDINÁRIOS           300         4.800        3.300      1.500          E.ATÉ TRÊS MESES DE ESTOQUE                   11,0                                                                                                       
002.000.116     3	     5	    9	    13	    22	    47	    45	    104         4.613               50         800          40      40        40          40            50           48         50          42            102          1.ORDINÁRIOS           50          800          0          800            B.ZERADOS COM DISPENSAÇÕES                    0,0                                                                                         
002.000.086     3	     6	    9	    11	    19	    37	    35	    79          8.090               100        1.600        100     100       100         100           100          100        100         100           200          1.ORDINÁRIOS           100         1.600        994        606            E.ATÉ TRÊS MESES DE ESTOQUE                   10,0                                                                                                   
002.000.085     0	     0	    0	    0	    0	    0	    0	    7           380                 0          0            0       0         0           0             0            0          0           50            100          3.INATIVOS             0           0            0          0              A.ZERADOS INATIVOS                            0,0                                                                        
002.000.092     1	     2	    3	    3	    4	    8	    7	    21          623                 12         192          10      10        10          10            10           10         10          25            80           2.INTERMITENTES        12          192          95         97             D.ATÉ DOIS MESES DE ESTOQUE                   8,0                                                                                            
002.000.088     2	     3	    5	    5	    8	    11	    11	    23          1.128               22         352          55      10        10          10            20           20         20          30            120          2.INTERMITENTES        22          352          45         307            C.ATÉ UM MÊS DE ESTOQUE                       2,0                                                                                          
022.001.001     0	     0	    0	    2	    2	    5	    4	    15          615                 12         192          0       0         0           55            55           30         25          30            100          2.INTERMITENTES        12          192          240        0              G.ATÉ DOZE MESES DE ESTOQUE                   20,0                                                                                             
002.000.143     1	     4	    5	    6	    8	    14	    14	    30          450                 9          144          5       10        10          10            10           10         10          10            35           2.INTERMITENTES        9           144          220        0              G.ATÉ DOZE MESES DE ESTOQUE                   24,0                                                                                           
002.000.103     2	     6	    8	    9	    15	    30	    28	    64          1.335               15         240          8       10        10          10            10           13         13          15            100          1.ORDINÁRIOS           15          240          150        90             E.ATÉ TRÊS MESES DE ESTOQUE                   10,0                                                                                           
005.000.048     4	     8	    12	    16	    20	    38	    36	    71          408                 9          144          9       8         6           5             6            6          6           5             22           1.ORDINÁRIOS           9           144          140        4              F.ATÉ QUATRO MESES DE ESTOQUE                 16,0                                                                                      
002.000.090     3	     5	    6	    10	    12	    20	    20	    32          576                 11         176          10      10        13          13            15           15         15          15            50           2.INTERMITENTES        11          176          119        57             E.ATÉ TRÊS MESES DE ESTOQUE                   11,0                                                                                             
002.000.091     3	     5	    8	    11	    17	    34	    33	    63          1.644               20         320          15      10        15          20            20           20         20          20            92           1.ORDINÁRIOS           20          320          385        0              G.ATÉ DOZE MESES DE ESTOQUE                   19,0                                                                                         
022.001.016     1	     2	    2	    2	    2	    2	    2	    2           3                   0          0            1       2         2           2             2            2          2           2             2            2.INTERMITENTES        0           0            2          0              B.ZERADOS COM DISPENSAÇÕES                    0,0                                                                                 
005.000.053     3	     6	    10	    13	    22	    43	    41	    85          276                 3          48           3       3         3           3             3            3          3           2             20           1.ORDINÁRIOS           3           48           85         0              G.ATÉ DOZE MESES DE ESTOQUE                   28,0                                                                                  
041.001.005     0	     0	    0	    0	    0	    0	    0	    2           21                  0          0            0       0         0           0             0            0          0           11            13           3.INATIVOS             0           0            0          0              A.ZERADOS INATIVOS                            0,0                                                                        
009.000.005     4	     8	    12	    16	    26	    52	    50	    118         688                 6          96           6       5         5           5             5            6          6           6             13           1.ORDINÁRIOS           6           96           63         33             E.ATÉ TRÊS MESES DE ESTOQUE                   11,0                                                                                   
325.016.004     1	     2	    2	    2	    2	    2	    2	    2           10                  0          0            2       5         5           5             5            5          5           5             8            2.INTERMITENTES        0           0            32         0              B.ZERADOS COM DISPENSAÇÕES                    0,0                                                                                  
002.000.093     0	     0	    0	    0	    1	    2	    2	    2           110                 0          0            0       0         0           0             10           55         55          55            100          3.INATIVOS             0           0            90         0              I.INATIVOS COM ESTOQUE                        0,0                                                                               
002.000.048     4	     8	    12	    16	    26	    52	    50	    118         1.310               12         192          11      11        11          11            12           11         11          11            23           1.ORDINÁRIOS           12          192          69         123            D.ATÉ DOIS MESES DE ESTOQUE                   6,0                                                                                          
304.002.002     4	     8	    11	    15	    25	    50	    48	    83          1.009               16         256          15      16        14          14            15           14         14          10            57           1.ORDINÁRIOS           16          256          200        56             F.ATÉ QUATRO MESES DE ESTOQUE                 13,0                                                                                            
306.001.003     4	     8	    12	    16	    26	    51	    49	    113         15.080              145        2.320        125     125       145         145           145          100        100         100           400          1.ORDINÁRIOS           145         2.320        1.300      1.020          E.ATÉ TRÊS MESES DE ESTOQUE                   9,0                                                                                                       
002.000.094     0	     0	    0	    0	    0	    0	    0	    1           6                   0          0            0       0         0           0             0            0          0           6             6            3.INATIVOS             0           0            0          0              A.ZERADOS INATIVOS                            0,0                                                                        
030.001.008     0	     2	    2	    2	    2	    2	    2	    2           3                   0          0            0       2         2           2             2            2          2           2             2            2.INTERMITENTES        0           0            7          0              B.ZERADOS COM DISPENSAÇÕES                    0,0                                                                                 
302.008.002     0	     0	    0	    0	    1	    1	    1	    2           4                   0          0            0       0         0           0             2            2          2           2             2            3.INATIVOS             0           0            0          0              A.ZERADOS INATIVOS                            0,0                                                                        
325.029.001     1	     3	    4	    5	    6	    12	    12	    18          55                  1          16           1       1         2           2             2            2          2           3             10           2.INTERMITENTES        1           16           63         0              H.OUTROS COM MAIS DE DOZE MESES DE ESTOQUE    63,0                                                                                                    
325.033.002     1	     3	    3	    3	    5	    13	    13	    26          106                 2          32           1       1         1           1             1            1          1           3             25           2.INTERMITENTES        2           32           86         0              G.ATÉ DOZE MESES DE ESTOQUE                   43,0                                                                                     
325.037.001     0	     0	    0	    0	    0	    3	    3	    12          36                  0          0            0       0         0           0             0            3          3           3             8            3.INATIVOS             0           0            100        0              I.INATIVOS COM ESTOQUE                        0,0                                                                            
005.000.093     0	     0	    2	    2	    6	    11	    11	    23          51                  1          16           0       0         1           1             1            1          1           1             11           2.INTERMITENTES        1           16           42         0              G.ATÉ DOZE MESES DE ESTOQUE                   42,0                                                                                     
002.000.109     0	     0	    1	    1	    1	    3	    3	    4           14                  0          0            0       0         1           1             1            2          2           2             10           2.INTERMITENTES        0           0            32         0              B.ZERADOS COM DISPENSAÇÕES                    0,0                                                                                   
002.000.108     0	     0	    1	    1	    2	    5	    5	    6           24                  0          0            0       0         2           2             3            3          3           3             9            2.INTERMITENTES        0           0            24         0              B.ZERADOS COM DISPENSAÇÕES                    0,0                                                                                  
005.000.044     4	     7	    11	    15	    25	    47	    45	    96          307                 4          64           4       4         4           4             4            4          4           2             12           1.ORDINÁRIOS           4           64           58         6              F.ATÉ QUATRO MESES DE ESTOQUE                 15,0                                                                                    
021.001.057     0	     0	    0	    0	    0	    0	    0	    1           25                  0          0            0       0         0           0             0            0          0           25            25           3.INATIVOS             0           0            50         0              I.INATIVOS COM ESTOQUE                        0,0                                                                            
005.000.045     4	     8	    12	    16	    26	    52	    50	    112         522                 5          80           2       2         3           4             4            5          5           4             15           1.ORDINÁRIOS           5           80           112        0              G.ATÉ DOZE MESES DE ESTOQUE                   22,0                                                                                   
005.000.091     0	     0	    1	    2	    4	    5	    5	    13          20                  0          0            0       0         1           1             1            1          1           1             8            2.INTERMITENTES        0           0            15         0              B.ZERADOS COM DISPENSAÇÕES                    0,0                                                                                  
008.001.009     2	     2	    4	    5	    6	    8	    8	    9           17                  0          0            1       1         1           1             1            1          1           1             5            2.INTERMITENTES        0           0            12         0              B.ZERADOS COM DISPENSAÇÕES                    0,0                                                                                  
002.000.084     0	     0	    0	    0	    1	    1	    1	    2           17                  0          0            0       0         0           0             10           10         10          9             10           3.INATIVOS             0           0            44         0              I.INATIVOS COM ESTOQUE                        0,0                                                                             
002.000.087     3	     5	    7	    10	    15	    31	    30	    60          252                 3          48           1       2         2           2             2            3          3           3             16           1.ORDINÁRIOS           3           48           69         0              G.ATÉ DOZE MESES DE ESTOQUE                   23,0                                                                                  
005.000.090     2	     4	    5	    6	    10	    16	    15	    34          73                  1          16           2       2         2           2             2            1          1           1             13           2.INTERMITENTES        1           16           9          7              E.ATÉ TRÊS MESES DE ESTOQUE                   9,0                                                                                    
005.000.047     1	     4	    5	    8	    16	    30	    30	    70          351                 4          64           4       4         3           3             4            4          4           4             22           1.ORDINÁRIOS           4           64           79         0              G.ATÉ DOZE MESES DE ESTOQUE                   20,0                                                                                  
005.000.046     0	     0	    0	    0	    1	    3	    3	    7           56                  0          0            0       0         0           0             18           10         10          8             18           3.INATIVOS             0           0            7          0              I.INATIVOS COM ESTOQUE                        0,0                                                                            
005.000.056     2	     4	    5	    5	    10	    17	    16	    38          167                 3          48           6       4         4           4             4            3          3           3             16           2.INTERMITENTES        3           48           21         27             D.ATÉ DOIS MESES DE ESTOQUE                   7,0                                                                                      
005.000.060     0	     0	    0	    1	    3	    9	    9	    18          36                  1          16           0       0         0           1             1            1          1           1             8            2.INTERMITENTES        1           16           42         0              G.ATÉ DOZE MESES DE ESTOQUE                   42,0                                                                                    
001.001.001     0	     0	    0	    0	    0	    0	    0	    3           20                  0          0            0       0         0           0             0            0          0           9             10           3.INATIVOS             0           0            5          0              I.INATIVOS COM ESTOQUE                        0,0                                                                            
005.000.036     3	     5	    8	    11	    18	    39	    38	    97          341                 3          48           2       2         2           2             2            2          2           3             21           1.ORDINÁRIOS           3           48           49         0              F.ATÉ QUATRO MESES DE ESTOQUE                 16,0                                                                                    
021.001.053     0	     0	    0	    0	    0	    3	    3	    5           47                  0          0            0       0         0           0             0            10         10          10            25           3.INATIVOS             0           0            59         0              I.INATIVOS COM ESTOQUE                        0,0                                                                             
001.000.015     1	     3	    5	    7	    12	    19	    18	    31          58                  1          16           1       1         1           1             1            1          1           1             6            2.INTERMITENTES        1           16           20         0              G.ATÉ DOZE MESES DE ESTOQUE                   20,0                                                                                    
008.001.006     1	     3	    3	    4	    7	    15	    15	    30          74                  1          16           1       1         1           1             1            1          1           1             15           2.INTERMITENTES        1           16           45         0              G.ATÉ DOZE MESES DE ESTOQUE                   45,0                                                                                     
005.000.102     3	     5	    6	    7	    12	    20	    20	    41          199                 4          64           4       4         4           4             4            4          4           3             40           2.INTERMITENTES        4           64           106        0              G.ATÉ DOZE MESES DE ESTOQUE                   27,0                                                                                      
005.000.054     0	     0	    0	    0	    0	    0	    0	    5           18                  0          0            0       0         0           0             0            0          0           4             6            3.INATIVOS             0           0            0          0              A.ZERADOS INATIVOS                            0,0                                                                        
005.000.049     2	     6	    6	    10	    19	    39	    37	    85          239                 2          32           1       2         2           2             1            2          2           2             12           1.ORDINÁRIOS           2           32           104        0              G.ATÉ DOZE MESES DE ESTOQUE                   52,0                                                                                   
005.000.098     4	     8	    12	    16	    26	    48	    46	    109         991                 5          80           4       4         5           5             5            4          4           5             82           1.ORDINÁRIOS           5           80           21         59             C.ATÉ UM MÊS DE ESTOQUE                       4,0                                                                               
005.000.059     0	     0	    0	    0	    2	    2	    2	    4           20                  0          0            0       0         0           0             6            6          6           5             10           3.INATIVOS             0           0            4          0              I.INATIVOS COM ESTOQUE                        0,0                                                                            
005.000.061     1	     1	    3	    4	    6	    9	    9	    13          30                  1          16           2       2         2           2             2            1          1           1             8            2.INTERMITENTES        1           16           25         0              G.ATÉ DOZE MESES DE ESTOQUE                   25,0                                                                                    
005.000.062     0	     0	    1	    2	    4	    10	    9	    22          49                  1          16           0       0         1           1             2            1          1           1             10           2.INTERMITENTES        1           16           47         0              G.ATÉ DOZE MESES DE ESTOQUE                   47,0                                                                                     
005.000.079     2	     4	    5	    6	    10	    14	    14	    29          145                 3          48           4       4         4           4             4            4          4           4             12           2.INTERMITENTES        3           48           77         0              G.ATÉ DOZE MESES DE ESTOQUE                   26,0                                                                                     
001.001.007     4	     8	    12	    16	    26	    50	    48	    91          489                 8          128          6       6         6           7             8            6          6           5             21           1.ORDINÁRIOS           8           128          101        27             F.ATÉ QUATRO MESES DE ESTOQUE                 13,0                                                                                       
005.000.050     0	     0	    1	    1	    1	    1	    1	    4           15                  0          0            0       0         1           1             1            1          1           4             6            2.INTERMITENTES        0           0            0          0              B.ZERADOS COM DISPENSAÇÕES                    0,0                                                                                 
005.000.051     4	     8	    12	    16	    26	    52	    50	    118         1.637               13         208          12      13        13          12            12           12         12          13            31           1.ORDINÁRIOS           13          208          314        0              G.ATÉ DOZE MESES DE ESTOQUE                   24,0                                                                                         
008.001.003     1	     2	    3	    4	    8	    18	    18	    26          69                  1          16           4       3         3           3             2            2          2           2             10           2.INTERMITENTES        1           16           19         0              G.ATÉ DOZE MESES DE ESTOQUE                   19,0                                                                                     
005.000.055     2	     4	    5	    5	    9	    16	    15	    32          53                  1          16           2       2         2           2             2            2          2           1             6            2.INTERMITENTES        1           16           14         2              F.ATÉ QUATRO MESES DE ESTOQUE                 14,0                                                                                      
002.000.095     2	     4	    6	    7	    12	    26	    26	    52          129                 1          16           1       1         1           1             1            1          1           1             15           1.ORDINÁRIOS           1           16           62         0              H.OUTROS COM MAIS DE DOZE MESES DE ESTOQUE    62,0                                                                                                 
321.002.001     0	     3	    4	    4	    4	    6	    6	    8           148                 3          48           0       40        30          30            30           20         20          20            40           2.INTERMITENTES        3           48           52         0              G.ATÉ DOZE MESES DE ESTOQUE                   17,0                                                                                         
001.001.006     4	     8	    12	    15	    25	    49	    48	    101         494                 5          80           5       5         5           5             4            4          4           4             24           1.ORDINÁRIOS           5           80           57         23             E.ATÉ TRÊS MESES DE ESTOQUE                   11,0                                                                                   
005.000.052     4	     8	    12	    16	    26	    52	    50	    118         5.537               61         976          61      52        57          57            56           52         52          47            74           1.ORDINÁRIOS           61          976          681        295            E.ATÉ TRÊS MESES DE ESTOQUE                   11,0                                                                                           
321.003.001     4	     8	    12	    16	    26	    52	    50	    118         62.073              525        8.400        440     470       465         465           485          500        525         525           1.000        1.ORDINÁRIOS           525         8.400        1.935      6.465          C.ATÉ UM MÊS DE ESTOQUE                       4,0                                                                                                     
321.003.005     0	     0	    1	    1	    1	    1	    1	    1           15                  0          0            0       0         15          15            15           15         15          15            15           2.INTERMITENTES        0           0            5          0              B.ZERADOS COM DISPENSAÇÕES                    0,0                                                                                      
313.004.005     1	     1	    3	    4	    7	    7	    7	    7           32                  1          16           8       8         4           4             4            4          4           4             8            2.INTERMITENTES        1           16           0          16             B.ZERADOS COM DISPENSAÇÕES                    0,0                                                                                   
321.003.002     4	     7	    8	    11	    19	    24	    24	    24          154                 3          48           4       4         4           4             5            5          5           5             22           2.INTERMITENTES        3           48           68         0              G.ATÉ DOZE MESES DE ESTOQUE                   23,0                                                                                     
321.003.007     0	     1	    1	    1	    1	    1	    1	    1           1                   0          0            0       1         1           1             1            1          1           1             1            2.INTERMITENTES        0           0            2          0              B.ZERADOS COM DISPENSAÇÕES                    0,0                                                                                 
321.003.003     0	     0	    0	    0	    0	    1	    1	    1           1                   0          0            0       0         0           0             0            1          1           1             1            3.INATIVOS             0           0            0          0              A.ZERADOS INATIVOS                            0,0                                                                        
021.001.116     0	     1	    1	    1	    1	    1	    1	    1           2                   0          0            0       2         2           2             2            2          2           2             2            2.INTERMITENTES        0           0            0          0              B.ZERADOS COM DISPENSAÇÕES                    0,0                                                                                 
321.003.006     0	     0	    1	    1	    1	    1	    1	    1           1                   0          0            0       0         1           1             1            1          1           1             1            2.INTERMITENTES        0           0            0          0              B.ZERADOS COM DISPENSAÇÕES                    0,0                                                                                 
321.001.191     3	     5	    9	    9	    9	    9	    9	    9           1.171               120        1.920        49      60        120         120           120          120        120         120           240          4.RECENTES             120         1.920        178        1.742          C.ATÉ UM MÊS DE ESTOQUE                       1,0                                                                                               
321.001.222     0	     0	    0	    0	    0	    2	    2	    3           668                 0          0            0       0         0           0             0            70         70          105           528          3.INATIVOS             0           0            0          0              A.ZERADOS INATIVOS                            0,0                                                                          
321.001.230     3	     4	    6	    9	    13	    29	    29	    33          100                 2          32           2       2         2           2             2            2          2           2             6            1.ORDINÁRIOS           2           32           28         4              F.ATÉ QUATRO MESES DE ESTOQUE                 14,0                                                                                   
321.001.457     0	     0	    0	    0	    0	    0	    0	    1           6                   0          0            0       0         0           0             0            0          0           6             6            3.INATIVOS             0           0            0          0              A.ZERADOS INATIVOS                            0,0                                                                        
008.001.010     3	     7	    10	    12	    20	    38	    36	    46          109                 2          32           2       2         2           2             2            2          2           2             10           1.ORDINÁRIOS           2           32           63         0              G.ATÉ DOZE MESES DE ESTOQUE                   32,0                                                                                  
321.001.392     0	     0	    0	    0	    0	    0	    0	    5           236                 0          0            0       0         0           0             0            0          0           30            100          3.INATIVOS             0           0            300        0              I.INATIVOS COM ESTOQUE                        0,0                                                                             
023.001.002     0	     0	    0	    0	    0	    0	    0	    2           6                   0          0            0       0         0           0             0            0          0           3             5            3.INATIVOS             0           0            10         0              I.INATIVOS COM ESTOQUE                        0,0                                                                            
023.001.003     0	     0	    0	    0	    0	    2	    1	    2           8                   0          0            0       0         0           0             0            4          5           4             5            3.INATIVOS             0           0            0          0              A.ZERADOS INATIVOS                            0,0                                                                        
335.001.001     0	     0	    0	    0	    0	    0	    0	    1           120                 0          0            0       0         0           0             0            0          0           120           120          3.INATIVOS             0           0            0          0              A.ZERADOS INATIVOS                            0,0                                                                        
021.001.066     3	     7	    11	    15	    25	    49	    47	    107         15.452              320        5.120        320     192       222         192           192          150        150         150           390          1.ORDINÁRIOS           320         5.120        1.980      3.140          D.ATÉ DOIS MESES DE ESTOQUE                   6,0                                                                                                       
021.001.068     3	     5	    7	    11	    17	    25	    25	    62          5.154               99         1.584        64      64        100         100           100          64         64          57            240          2.INTERMITENTES        99          1.584        542        1.042          D.ATÉ DOIS MESES DE ESTOQUE                   5,0                                                                                                    
021.001.069     3	     5	    6	    7	    10	    20	    20	    42          3.792               73         1.168        64      64        82          100           100          100        100         100           150          2.INTERMITENTES        73          1.168        686        482            E.ATÉ TRÊS MESES DE ESTOQUE                   9,0                                                                                                     
320.002.004     3	     7	    11	    14	    24	    48	    46	    100         11.690              109        1.744        109     92        92          92            92           92         92          94            322          1.ORDINÁRIOS           109         1.744        1.661      83             F.ATÉ QUATRO MESES DE ESTOQUE                 15,0                                                                                                  
021.001.106     3	     6	    7	    8	    12	    22	    22	    27          1.253               24         384          77      81        77          67            49           33         33          30            112          2.INTERMITENTES        24          384          401        0              G.ATÉ DOZE MESES DE ESTOQUE                   17,0                                                                                             
301.002.004     3	     5	    5	    5	    5	    9	    9	    25          756                 15         240          60      40        40          40            40           10         10          20            100          2.INTERMITENTES        15          240          220        20             F.ATÉ QUATRO MESES DE ESTOQUE                 15,0                                                                                                
301.002.003     3	     7	    7	    7	    7	    11	    11	    16          520                 10         160          40      40        40          40            40           20         20          25            100          2.INTERMITENTES        10          160          230        0              G.ATÉ DOZE MESES DE ESTOQUE                   23,0                                                                                             
301.002.005     0	     4	    7	    9	    16	    25	    25	    49          1.784               34         544          0       50        60          40            20           20         20          20            260          2.INTERMITENTES        34          544          0          544            B.ZERADOS COM DISPENSAÇÕES                    0,0                                                                                            
325.005.002     4	     8	    12	    16	    25	    25	    25	    25          1.919               92         1.472        80      88        92          92            67           67         67          67            132          4.RECENTES             92          1.472        121        1.351          C.ATÉ UM MÊS DE ESTOQUE                       1,0                                                                                          
003.000.006     0	     0	    1	    5	    15	    41	    39	    107         6.852               68         1.088        0       0         5           23            23           68         68          64            148          1.ORDINÁRIOS           68          1.088        0          1.088          B.ZERADOS COM DISPENSAÇÕES                    0,0                                                                                             
003.000.004     3	     7	    11	    14	    23	    46	    44	    109         577                 5          80           4       4         4           5             4            4          4           4             18           1.ORDINÁRIOS           5           80           79         1              F.ATÉ QUATRO MESES DE ESTOQUE                 16,0                                                                                    
325.005.003     4	     7	    11	    15	    21	    21	    21	    21          120                 8          128          8       7         7           6             5            5          5           5             19           4.RECENTES             8           128          79         49             E.ATÉ TRÊS MESES DE ESTOQUE                   10,0                                                                                  
003.000.005     2	     5	    8	    10	    17	    30	    29	    72          149                 2          32           1       2         1           2             2            2          2           2             7            1.ORDINÁRIOS           2           32           33         0              G.ATÉ DOZE MESES DE ESTOQUE                   17,0                                                                                 
003.000.007     0	     1	    4	    8	    18	    43	    41	    101         667                 7          112          0       2         3           3             4            7          7           6             17           1.ORDINÁRIOS           7           112          -8         120            C.ATÉ UM MÊS DE ESTOQUE                       -1,0                                                                                 
300.001.002     0	     1	    2	    3	    7	    12	    12	    28          1.325               25         400          0       56        35          42            42           42         42          42            98           2.INTERMITENTES        25          400          8.127      0              H.OUTROS COM MAIS DE DOZE MESES DE ESTOQUE    325,0                                                                                                             
